model_clstr,fitness,precision,num_traces,num_variants,perc_variants,coverage
cluster3-medoid0,1.0,1.0,531,1,0.0476190476190476,0.6
cluster3-medoid1,0.9999935484217828,0.8461538461538461,5,3,0.5,0.6
cluster3-medoid2,0.9999410535623122,0.9523809523809524,5,5,0.625,0.6
cluster5-medoid0,0.999991652025689,0.8601880877742947,892,2,0.0952380952380952,0.6
cluster5-medoid1,0.999957447080125,1.0,6,2,0.3333333333333333,0.6
cluster5-medoid2,0.9999924844741762,0.8270142180094786,28,7,0.35,0.6
complete,1.0,1.0,102853,2,0.0086580086580086,0.5
cluster6-medoid0,1.0,1.0,860,1,0.0384615384615384,0.5
cluster6-medoid1,1.0,1.0,47284,2,0.0416666666666666,0.5
cluster6-medoid2,1.0,1.0,69,2,0.0952380952380952,0.5
cluster6-medoid3,1.0,1.0,150,3,0.0833333333333333,0.5
cluster4-medoid0,1.0,1.0,31885,2,0.0512820512820512,0.5
cluster4-medoid1,1.0,1.0,61,2,0.0833333333333333,0.5
cluster4-medoid2,1.0,1.0,6198,1,0.1111111111111111,0.5
cluster4-medoid3,1.0,1.0,641,1,0.0303030303030303,0.5
cluster0-medoid0,1.0,1.0,1303,1,0.032258064516129,0.5
cluster0-medoid1,1.0,1.0,241,1,0.0384615384615384,0.5
cluster1-medoid0,1.0,1.0,431,1,0.0344827586206896,0.5
cluster1-medoid1,1.0,1.0,18163,2,0.05,0.5
cluster1-medoid2,0.9999991525474,0.9730639730639732,77,5,0.1724137931034483,0.5
cluster2-medoid0,0.999940001679953,0.694267515923567,7,5,0.4166666666666667,0.5
cluster2-medoid1,1.0,1.0,142,1,0.0454545454545454,0.5
cluster2-medoid2,1.0,1.0,2807,1,0.0344827586206896,0.5
cluster2-medoid3,1.0,0.9888682745825604,49,3,0.09375,0.5
cluster3-medoid0,1.0,1.0,531,1,0.0476190476190476,0.5
cluster3-medoid1,0.999995890433477,0.9111111111111112,4,2,0.3333333333333333,0.5
cluster3-medoid2,0.9999405415047324,0.9538461538461538,4,4,0.5,0.5
cluster5-medoid0,1.0,1.0,756,1,0.0476190476190476,0.5
cluster5-medoid1,0.999957447080125,1.0,6,2,0.3333333333333333,0.5
cluster5-medoid2,0.9999979695668528,0.971326164874552,23,5,0.25,0.5
