model_clstr,fitness,precision,num_traces,num_variants,perc_variants,coverage
cluster3-medoid2,0.999882054123138,0.4681017256553129,16034,23,0.025,0.8
cluster3-medoid3,0.9997759987705346,0.1491249183371729,420,239,0.6947674418604651,0.8
cluster1-medoid0,0.9997594453378011,0.0823836126629422,44,33,0.75,0.8
cluster1-medoid1,0.9996385558699716,0.2733893710812365,635,58,0.2685185185185185,0.8
cluster4-medoid0,0.9997636429410828,0.2153714056048814,1175,427,0.5930555555555556,0.8
cluster4-medoid1,0.9999040478311344,0.9956869138885998,16869,10,0.0240384615384615,0.8
cluster4-medoid2,0.999969583413668,0.9871844144259556,49734,8,0.006578947368421,0.8
cluster4-medoid3,0.9996735062298676,0.1980119209825211,1238,460,0.5981794538361509,0.8
cluster4-medoid4,0.99996152964703,0.8855079464567306,23173,14,0.0194444444444444,0.8
cluster2-medoid0,0.9998134401556,0.4130070929089361,20291,35,0.0296359017781541,0.8
cluster2-medoid1,0.9997069382895648,0.1909825870646766,64,32,0.6666666666666666,0.8
cluster2-medoid2,0.9996220050057372,0.1533733153223713,1072,423,0.6130434782608696,0.8
complete,0.9999231861439812,0.8922099139591013,175606,19,0.0017820296379666,0.7
cluster0-medoid0,0.9999483050224384,0.9136578088384442,57089,11,0.0032679738562091,0.7
cluster0-medoid1,0.9998085459724478,0.2191703279012038,1001,859,0.6669254658385093,0.7
cluster3-medoid0,0.9999510365590628,0.937577002053388,3725,18,0.0285714285714285,0.7
cluster3-medoid1,0.9997779553621524,0.0997719078802148,441,316,0.6257425742574257,0.7
cluster3-medoid2,0.9999317432131294,0.9494855080054472,13982,12,0.0130434782608695,0.7
cluster3-medoid3,0.9997754057259388,0.154575608096615,368,187,0.5436046511627907,0.7
cluster1-medoid0,0.999803671532665,0.143652561247216,39,28,0.6363636363636364,0.7
cluster1-medoid1,0.9998497778623868,0.6835123876342908,556,26,0.1203703703703703,0.7
cluster4-medoid0,0.9997466766353597,0.2004958522821457,1028,280,0.3888888888888889,0.7
cluster4-medoid1,0.9999649994608164,0.9425478540655504,14977,6,0.0144230769230769,0.7
cluster4-medoid2,0.9999804515068612,1.0,45235,5,0.0041118421052631,0.7
cluster4-medoid3,0.9997796989475034,0.2527231789691474,1083,305,0.3966189856957087,0.7
cluster4-medoid4,0.9999612695957008,0.8807660229678578,20307,8,0.0111111111111111,0.7
cluster2-medoid0,0.9998591988583002,0.5340464159940503,17820,18,0.0152413209144792,0.7
cluster2-medoid1,0.9997074307949436,0.1809210526315789,56,24,0.5,0.7
cluster2-medoid2,0.999623660183072,0.1737743502129617,938,289,0.4188405797101449,0.7
complete,0.9999344478800126,0.8918387287772239,153868,11,0.001031701369349,0.6
cluster0-medoid0,0.9999609779975052,0.9014621313417908,49945,6,0.0017825311942959,0.6
cluster0-medoid1,0.999808973936172,0.219399495363887,858,716,0.5559006211180124,0.6
cluster3-medoid0,0.999958419757551,0.9070579251663576,3231,9,0.0142857142857142,0.6
cluster3-medoid1,0.999790334771957,0.1451005358374449,378,253,0.500990099009901,0.6
cluster3-medoid2,0.9999385373223272,0.9520377658557208,12399,8,0.008695652173913,0.6
cluster3-medoid3,0.9997757739028884,0.1579946468232123,315,134,0.3895348837209302,0.6
cluster1-medoid0,0.9998396543634426,0.1524233200655583,33,22,0.5,0.6
cluster1-medoid1,0.9999180258308364,0.874512099921936,484,16,0.074074074074074,0.6
cluster4-medoid0,0.9998538111094492,0.3676555830742477,881,145,0.2013888888888889,0.6
cluster4-medoid1,0.9999799386086552,0.9604949845317334,12807,3,0.0072115384615384,0.6
cluster4-medoid2,0.9999826585355444,0.9696052086257838,40144,3,0.0024671052631578,0.6
cluster4-medoid3,0.9998482644357748,0.2484025299152716,929,156,0.2028608582574772,0.6
cluster4-medoid4,0.9999609655395496,0.9722321254010788,17937,5,0.0069444444444444,0.6
cluster2-medoid0,0.999889477708785,0.6228627768470498,15404,10,0.008467400508044,0.6
cluster2-medoid1,0.9998041147410918,0.2929509132420091,48,16,0.3333333333333333,0.6
cluster2-medoid2,0.9996997129063132,0.1763315082130413,804,155,0.2246376811594203,0.6
complete,0.9999316172671224,0.8697885283700164,132131,7,0.0006565372350403,0.5
cluster0-medoid0,0.9999915327909918,0.9802128683894252,40430,3,0.0008912655971479,0.5
cluster0-medoid1,0.9995849211825124,0.267328945040826,715,573,0.4448757763975155,0.5
cluster3-medoid0,0.9999610452425092,0.912996573169184,2807,6,0.0095238095238095,0.5
cluster3-medoid1,0.9997419248604704,0.1600290183969196,315,190,0.3762376237623762,0.5
cluster3-medoid2,0.9999393255585938,0.9415770952529146,10379,5,0.0054347826086956,0.5
cluster3-medoid3,0.9998659128565772,0.2926510558227054,263,82,0.2383720930232558,0.5
cluster1-medoid0,0.9999188061391447,0.2314638783269962,28,17,0.3863636363636363,0.5
cluster1-medoid1,0.9999604625211636,0.9633614422797324,400,9,0.0416666666666666,0.5
cluster4-medoid0,0.9998652016539128,0.4359846055163566,736,80,0.1111111111111111,0.5
cluster4-medoid1,1.0,1.0,10700,2,0.0048076923076923,0.5
cluster4-medoid2,1.0,1.0,31050,2,0.0016447368421052,0.5
cluster4-medoid3,0.999881943377207,0.3027715889849389,774,87,0.1131339401820546,0.5
cluster4-medoid4,1.0,1.0,15294,3,0.0041666666666666,0.5
cluster2-medoid0,0.999943503080212,0.6788136496485491,13334,6,0.0050804403048264,0.5
cluster2-medoid1,0.9998151972688102,0.2901778007940617,41,9,0.1875,0.5
cluster2-medoid2,0.9997466369489236,0.2186508046040465,671,77,0.1115942028985507,0.5
